ID,iq,wm
9596,104,10
8781,116,8
3355,94,10
4284,83,10
1238,107,10
3530,99,10
204,120,10
1991,91,10
6222,100,10
3178,95,10
5227,85,8
9354,100,10
6879,93,10
2954,101,9
6626,107,10
6204,94,10
9549,102,10
580,109,9
6175,96,9
3490,91,11
5193,99,10
1179,112,10
9681,110,9
104,98,10
1626,94,11
8009,80,11
9948,96,10
8819,94,10
2155,93,8
3563,97,8
94,105,9
8128,92,10
6264,111,8
2231,118,11
4138,88,10
7222,100,9
3122,108,10
5692,103,8
1441,92,9
4090,94,10
7234,102,10
1766,91,11
8331,108,9
4539,123,12
9381,109,10
1962,100,9
9644,107,9
4771,88,10
4644,96,9
2001,105,9
8323,109,8
597,96,9
4327,121,11
8889,90,8
7630,91,9
9695,114,10
2841,108,10
2549,94,10
5605,114,10
853,87,8
7392,99,10
7303,103,11
7512,94,10
7028,95,8
3818,96,8
8779,85,10
5181,109,8
7778,91,10
6199,117,10
1874,108,9
1339,120,10
8421,100,8
7864,110,8
3922,110,9
8982,127,8
2669,105,9
9672,117,9
9343,107,8
2210,98,9
3097,108,9
6747,111,10
8081,96,10
9222,110,9
3512,89,10
5232,86,10
9427,113,10
6820,105,10
9942,106,10
9538,88,9
7466,101,9
391,100,10
1293,104,7
288,94,11
5276,96,10
523,80,8
6927,104,10
7037,110,9
4375,87,10
2789,101,7
3767,119,9
2516,101,11
3936,100,10
3917,96,8
4432,90,9
4671,105,10
5951,97,10
3272,105,10
9437,98,8
4411,97,8
8622,122,11
3835,79,10
3765,105,9
5613,111,10
6272,96,9
216,91,11
6529,91,10
3285,98,10
4589,76,9
6666,103,9
1442,109,11
6558,102,9
5432,90,11
5962,96,9
1021,114,9
7785,86,10
7217,96,11
2004,85,11
7432,102,11
9348,101,10
8709,111,9
2285,107,9
4915,88,11
5644,99,9
8818,103,9
1104,93,10
9200,85,10
7533,91,9
8967,93,8
8582,82,10
2411,104,10
4838,99,9
8639,88,9
790,107,9
5286,116,10
8986,84,11
1389,120,10
4812,108,10
833,91,9
1886,97,9
5075,103,9
2328,94,10
475,79,9
742,105,9
6491,75,8
481,95,8
4228,81,8
8042,90,9
1624,101,7
2268,84,9
5209,88,9
4212,123,9
7139,101,9
7268,75,9
21,86,7
1141,85,9
5645,126,10
9996,93,9
318,100,11
1810,83,7
8056,115,9
9270,91,10
2552,92,12
9568,112,11
1313,93,8
6544,93,10
2472,90,8
6835,113,9
8389,77,8
3395,112,8
9036,113,10
5852,76,8
8503,85,10
8928,95,9
1544,92,11
5863,119,9
9896,105,12
8869,98,9
8325,96,10
4180,97,9
3939,93,9
3708,109,11
2245,98,9
231,96,10
7249,84,10
4646,108,10
9706,106,9
55,89,11
4721,92,9
2307,109,10
6667,102,10
3856,134,10
682,104,9
4163,98,8
4408,105,10
5405,90,9
767,104,10
6911,92,12
6567,107,8
9586,121,9
7456,107,9
609,110,9
504,94,11
8457,88,11
7772,99,10
1875,103,9
2739,104,9
9115,90,12
7284,100,7
4613,99,9
2247,99,9
5801,88,10
6023,99,11
530,98,9
4583,94,11
9732,105,11
4030,97,9
8646,109,10
3806,130,10
733,103,9
3575,102,11
2109,101,9
9099,99,8
6341,102,8
1140,129,10
6351,108,8
1790,106,9
5462,113,11
2101,92,8
7001,111,10
7368,101,9
6546,113,9
5356,108,10
9083,100,10
4969,99,9
3519,88,9
5191,104,12
5953,106,9
538,95,8
5440,91,10
7752,116,9
1329,90,9
4013,102,8
9400,101,12
5133,88,10
6934,97,10
8587,98,11
112,107,8
9945,107,9
92,105,9
8150,92,10
3740,94,12
7138,105,9
8225,115,11
6614,99,9
5673,112,11
2524,105,11
5245,102,11
8477,100,9
1204,107,9
4000,104,8
6969,88,10
9247,83,9
1434,106,10
1954,91,11
9434,108,9
7077,92,10
4377,89,10
7647,103,10
2057,72,8
7675,95,9
8055,99,10
5428,120,10
4405,120,9
656,109,9
9941,98,11
6691,86,8
178,94,9
2575,84,8
3472,102,9
9591,113,11
1694,99,10
4908,98,12
8509,116,9
8151,114,9
1029,82,7
4985,110,11
9144,112,10
3690,78,10
9162,98,9
2993,99,11
493,103,9
8495,102,8
2362,90,10
6627,81,10
4935,99,9
1119,92,9
4648,100,12
6255,99,8
5435,84,9
6041,102,11
8093,95,8
358,111,10
1594,99,9
6212,85,10
6727,114,10
1136,110,9
2212,87,9
6688,93,10
1573,94,10
3487,87,8
1527,97,8
3110,96,10
5700,108,11
4216,111,10
605,110,9
508,104,7
3516,109,8
5102,93,10
2985,112,10
1063,101,10
3761,103,8
2818,93,9
3728,100,9
6482,100,10
8561,98,11
70,93,10
974,89,8
9197,87,10
2728,88,11
4976,96,8
1150,92,11
6965,100,9
3239,99,10
6307,96,10
878,82,12
746,93,12
7225,100,9
9334,97,10
9385,111,10
9689,91,10
137,82,10
9418,105,9
5426,119,8
5248,90,8
4258,89,10
4154,98,10
8904,91,10
9640,87,10
4231,92,10
1856,109,9
2626,98,8
6537,110,10
5754,99,10
1405,101,11
9257,97,9
2139,110,11
5787,104,10
953,100,10
7465,112,10
5889,103,9
3156,98,9
45,98,11
1603,118,8
9043,104,9
3656,103,10
4575,90,10
5508,107,8
5466,104,9
9833,95,10
3905,100,9
414,101,10
4436,86,10
2026,91,9
3098,103,9
1765,102,9
4462,108,9
7973,96,8
9541,88,8
2388,105,10
327,112,10
8868,118,9
2253,107,9
9064,102,8
2639,100,9
1261,122,8
1457,96,10
6793,92,10
7795,100,9
9433,81,9
907,121,9
3323,98,10
9911,112,9
7619,96,11
1786,104,9
1719,100,10
9847,103,9
9879,73,9
491,88,11
3556,107,10
4664,92,9
1046,116,10
923,104,10
9580,86,10
8303,86,9
3479,111,8
9561,103,8
5024,90,10
458,114,8
618,96,10
8273,103,11
6360,97,9
1051,105,8
5132,107,11
5544,100,10
4198,88,9
7418,92,10
9369,93,11
3944,81,10
317,92,9
771,104,10
3723,111,10
556,91,9
5105,112,9
1473,90,7
8788,87,10
7253,110,11
4438,101,9
3796,89,10
456,97,9
9566,108,9
5476,99,11
417,84,8
2683,124,8
3389,98,9
4028,107,10
3196,114,11
7427,80,9
3172,95,10
752,111,9
818,102,11
7399,101,10
3878,103,9
3555,95,9
4887,112,10
4046,120,8
8674,83,11
5239,101,11
5397,102,9
4986,97,9
3471,95,9
5420,81,10
3914,88,8
9503,108,8
7846,126,11
9597,96,9
7023,111,9
6652,103,11
4418,93,9
6663,91,9
1824,106,9
7308,109,11
1156,104,8
3297,114,9
9100,105,10
1849,92,10
7838,97,8
3276,98,10
7107,98,11
8076,95,10
5667,104,9
7808,98,8
3488,96,9
4348,102,10
4746,74,10
8010,85,11
4685,102,11
5047,94,9
4074,93,7
9093,83,10
2347,107,10
7582,98,6
9454,89,11
7654,92,10
9513,85,7
26,97,11
5449,89,10
1263,77,11
9743,97,10
7912,105,9
1069,89,10
2672,101,10
9938,108,9
6500,103,10
9297,105,10
3004,99,11
6756,98,8
7974,87,9
185,106,9
4635,107,10
8729,105,9
8938,80,10
4578,79,9
9152,98,9
229,97,11
8930,88,8
3064,109,9
3517,118,10
7260,108,9
1004,105,9
7929,98,10
2836,126,9
9477,104,8
341,91,9
3336,110,10
2414,105,9
3766,108,10
234,118,10
8804,91,9
4621,103,8
2820,102,12
2124,122,9
8835,95,10
6942,113,11
873,112,10
919,97,10
5126,97,8
434,98,9
8271,99,11
6923,105,7
1767,107,10
4769,102,9
7057,106,9
6243,116,10
3849,103,10
7010,85,10
1733,104,9
7289,93,10
5663,89,8
95,93,10
3983,95,10
8300,97,9
4875,100,10
3398,101,9
2149,103,10
1368,92,9
2734,106,9
7448,102,10
2859,88,8
6244,123,10
10000,92,9
9919,100,11
652,103,12
1889,103,9
5516,91,10
1726,113,11
8760,103,9
6618,95,9
1222,85,10
3526,92,8
7737,107,10
8044,108,10
6809,105,10
8714,85,8
4229,98,9
5195,107,11
8220,96,11
4747,100,9
7775,109,9
2310,86,10
4824,90,8
2221,86,8
6304,87,7
804,97,10
8658,96,9
6940,89,9
8633,125,8
2908,88,9
1884,108,12
7762,113,9
9914,74,10
3468,103,11
4082,101,11
3095,103,9
2941,92,8
7829,108,10
9017,113,9
1432,108,9
6857,92,9
4505,92,9
9767,117,9
3755,102,11
6080,101,9
9715,94,7
3822,104,8
7510,116,9
7229,110,10
8,97,10
4221,115,9
8539,104,9
4930,105,10
140,105,8
8925,110,8
3523,98,10
4882,83,10
3669,89,9
9211,108,12
6327,100,8
960,105,9
9510,95,10
9431,84,9
3930,100,10
4260,114,11
5496,99,9
4753,107,8
5350,89,8
5041,91,10
1585,92,10
11,99,9
5066,115,10
8106,86,8
5748,93,10
6839,105,9
7196,100,10
5622,82,9
4080,111,9
4999,107,9
2271,101,10
7274,97,12
8046,111,11
2617,108,12
4622,98,8
6764,99,8
9855,98,10
3628,87,10
8160,88,9
567,87,11
8773,115,8
3959,100,10
4393,105,8
1497,80,9
4453,96,10
1628,101,8
2433,101,10
6189,77,10
3681,95,11
8000,91,12
7879,94,10
5629,104,9
6824,88,10
9131,97,9
3433,103,10
7815,113,10
4819,86,9
4988,104,11
9273,121,10
3850,91,8
4788,96,9
3582,109,8
4731,98,9
1640,84,10
267,87,9
6936,91,10
3651,82,12
6045,109,9
5237,95,10
7429,100,10
9128,94,9
7521,106,9
9824,114,10
5446,87,9
2279,116,10
1487,110,10
4373,78,9
6396,95,10
9788,110,10
7489,98,10
7592,111,9
7501,111,9
2714,88,10
5817,89,8
3546,100,9
6008,92,9
9359,105,9
2330,100,10
8885,98,11
1897,83,11
6826,73,11
1106,100,9
9868,104,11
1536,124,10
1965,93,10
4556,86,10
2237,112,7
3927,94,9
8068,90,8
7657,124,10
6345,100,12
2940,95,9
3134,104,10
6704,116,10
2108,104,9
2785,93,8
9852,100,10
1584,114,10
1081,101,9
2535,93,9
5892,97,10
745,119,9
9858,103,9
8950,91,9
5563,109,10
7145,111,9
4519,96,10
1907,104,10
798,103,9
5875,101,10
1910,95,9
9424,95,11
1058,113,9
1781,97,11
6992,86,10
4618,102,9
3534,90,11
3827,107,10
121,105,9
2430,108,8
7094,104,9
65,96,10
3259,101,7
6422,95,9
5507,94,9
6123,107,11
5724,103,10
8270,117,10
6405,106,10
328,95,8
6412,107,11
2447,78,10
6235,97,11
7433,88,8
155,92,9
1836,100,9
5079,104,9
7858,111,9
4937,108,11
7805,76,10
2196,114,8
6648,80,9
5917,94,9
2645,99,9
1891,96,9
2764,91,9
4476,88,9
2438,105,10
9724,91,9
6193,117,9
1675,106,11
44,97,9
1131,100,8
2034,96,10
5381,114,9
4689,101,10
9373,89,12
2463,118,9
9781,91,9
2607,79,10
1690,91,10
4008,119,9
1686,73,10
6186,99,10
9734,105,8
4227,105,10
4114,99,10
6382,90,11
3953,97,9
1314,100,10
3349,94,9
4240,87,9
7670,96,9
8802,115,11
6147,103,10
5109,107,8
8038,104,9
8757,110,10
4168,86,9
8976,88,10
850,82,8
3107,103,9
8003,104,10
5182,93,8
8916,90,9
9306,118,9
6209,114,8
7517,108,8
8581,110,10
248,98,10
6967,95,8
8425,96,10
8317,112,10
3957,109,8
1406,104,7
9639,112,10
3824,99,8
3590,110,9
3233,104,10
7627,97,9
8769,102,10
1772,95,10
380,98,11
922,110,10
8789,103,9
2710,114,9
1430,108,9
7537,100,10
4917,89,9
1735,98,9
5495,113,10
9718,111,9
3925,81,8
8472,115,11
3595,81,9
9540,100,11
5177,88,10
1115,95,10
6918,91,9
5711,112,9
1695,100,10
6366,110,8
4165,91,9
4461,107,9
5647,114,10
8723,101,11
7141,102,9
4679,103,9
5062,84,9
2379,101,10
3204,94,10
8722,92,10
9169,109,9
4117,84,10
7800,103,9
9648,107,9
3627,116,12
350,98,8
7461,105,11
9294,96,10
6381,111,9
2436,99,11
3093,110,10
3947,93,11
3812,105,10
7812,97,10
3797,92,10
3216,97,10
1985,104,10
7092,90,9
4093,119,10
6816,89,10
930,112,10
6535,100,9
2461,102,9
6538,90,10
2392,97,11
7703,105,11
4434,83,9
9184,100,8
158,106,8
908,104,9
1857,88,9
2173,92,8
6641,92,10
535,99,10
893,100,10
3896,114,9
3715,106,10
2248,113,8
9363,110,8
6434,90,8
6751,103,8
3022,90,9
8876,99,10
6630,104,9
5371,105,9
6363,108,10
177,91,11
7320,96,9
2100,103,8
3048,89,8
4380,108,9
994,107,10
8278,121,9
3018,95,10
7146,110,9
372,93,7
3090,90,11
642,97,11
277,104,9
8866,91,8
5333,92,7
9686,90,8
7378,89,9
2405,103,10
4600,99,10
8629,112,10
1728,95,9
7525,91,9
7664,84,8
3976,100,10
2015,83,10
4159,101,9
1748,106,10
6985,112,11
647,111,12
8165,110,10
9328,100,11
7552,104,10
2972,112,11
5968,103,9
9661,89,11
2609,109,10
8795,114,7
2206,101,11
4590,109,10
6711,84,10
6791,101,10
2494,97,10
2348,100,9
3279,91,8
2171,98,11
4404,97,9
1558,106,11
3330,105,9
5306,88,12
568,108,9
577,104,9
28,89,8
2713,92,9
6960,103,9
8307,89,9
7651,114,8
1112,120,9
6133,97,11
6587,95,9
8363,95,9
9506,107,11
9593,99,9
5050,116,8
9923,109,9
4001,85,9
3892,100,9
4267,98,9
1231,102,10
1287,96,10
1678,94,9
8574,111,9
3063,94,10
163,96,10
3703,97,11
4984,116,7
7585,107,10
7578,99,10
6184,95,8
1789,103,8
776,87,8
4981,133,9
1540,101,10
6364,113,9
3169,116,11
2980,98,10
2664,107,9
3083,98,11
230,83,8
1870,86,10
2765,104,9
5651,98,7
2703,98,10
1027,99,11
5344,130,9
8158,107,9
8375,106,10
9754,120,10
1641,104,9
5560,106,11
166,95,8
6511,107,8
1672,89,9
9881,97,11
7334,96,9
9319,115,10
997,101,10
5486,107,10
4850,90,9
2502,88,10
2863,81,11
5235,91,9
724,89,11
2354,112,11
9439,95,10
3696,85,9
6280,104,11
5595,107,10
7981,97,10
2080,98,9
6208,99,10
1484,107,10
435,99,11
2349,101,9
5080,100,9
3075,107,10
9784,104,10
8996,92,11
263,124,9
5354,114,9
6617,96,10
2294,104,9
8349,112,7
8810,100,11
5998,106,9
1968,109,9
6215,95,8
1619,90,8
5253,65,8
2241,101,11
5473,103,10
8409,97,11
1741,84,10
7535,89,8
4376,87,9
8048,98,11
9355,88,9
4002,97,10
9018,90,8
2331,98,9
1205,104,10
7900,127,10
5996,106,11
7632,106,7
3485,93,10
4907,112,9
1032,104,10
14,109,8
9177,116,10
4979,103,9
2474,95,9
4642,114,8
312,101,8
9999,106,10
2926,85,9
3744,102,10
2589,118,11
5943,116,10
6870,105,9
8786,96,10
269,104,8
295,101,7
2819,103,8
8814,101,10
1124,94,9
8159,104,9
6522,105,9
7263,87,10
5422,93,11
3493,105,11
3972,109,9
4902,112,10
8399,76,8
7934,107,9
9746,89,10
6584,99,9
8679,89,9
4466,94,10
8774,103,8
2360,104,9
6647,106,10
5765,115,8
9191,95,10
3626,99,10
9827,100,10
8785,111,10
4158,88,10
4597,102,9
9915,112,9
9539,114,11
7262,93,9
5155,114,7
4816,91,10
2798,90,10
19,86,10
5703,97,11
8144,106,10
4890,96,8
5277,94,10
870,102,8
7176,101,9
5401,89,8
6645,101,8
9805,96,11
2406,105,10
9436,94,11
1714,103,8
5553,113,10
5357,120,8
9975,104,9
5888,96,10
7046,87,9
3541,104,11
3564,103,10
4300,74,9
947,104,9
8291,99,10
5293,100,11
2847,98,10
2456,76,9
5880,103,8
3214,86,9
961,111,10
2992,92,9
773,89,8
7502,89,9
9800,115,9
6683,98,11
8836,99,9
8402,84,9
2867,94,8
4790,117,9
3100,121,9
8234,84,9
7680,110,9
3557,110,9
5954,71,8
2424,94,11
2624,108,9
9358,101,11
879,64,9
2587,96,10
6732,87,10
7837,105,9
856,109,10
2722,102,9
9628,80,11
2135,108,9
88,110,9
7909,104,7
2803,111,9
2655,104,10
8057,103,9
2586,106,9
3277,113,10
5877,100,10
3175,89,9
7587,119,11
1713,110,9
7702,99,10
5434,94,10
510,108,9
3749,91,10
7388,85,9
9086,102,9
7555,100,10
2974,99,10
9196,95,9
3348,114,9
7405,101,8
4542,88,9
5129,105,11
4825,89,8
6109,100,9
6181,80,9
8478,104,8
6118,97,9
9309,88,10
7915,101,10
2266,116,9
4421,106,8
8403,92,9
6698,108,8
7856,97,9
6783,109,10
8311,112,11
8469,84,7
9867,115,9
9049,96,10
5120,102,9
5450,104,11
1518,94,9
3567,98,10
8381,90,9
2904,106,9
4817,102,8
2876,108,9
6822,113,9
8111,94,7
6609,92,9
2537,97,11
3366,99,11
3450,95,9
6701,93,9
69,96,10
9252,101,10
7662,100,10
2984,87,9
7518,102,9
1449,110,9
6182,103,10
6400,71,10
3692,112,9
9478,80,11
4101,86,8
2476,95,10
5458,106,10
6167,101,11
209,119,10
5513,96,8
7259,95,8
1160,108,10
1283,101,10
7589,109,10
2339,85,8
1764,106,9
3521,98,9
5937,93,10
9719,108,11
3345,100,11
3441,111,9
3059,83,9
2978,98,10
9107,120,10
5981,103,10
1121,121,8
298,102,9
156,99,8
4623,104,11
1691,101,8
5122,94,9
9582,92,9
7574,106,9
3981,105,9
3667,97,9
9374,85,9
5072,107,10
6862,107,9
681,82,9
2479,119,9
1916,89,10
9304,101,10
8058,101,10
4110,112,11
5681,101,10
6846,97,8
5900,97,10
7868,103,9
2185,102,10
9984,100,9
4330,102,9
3528,84,10
8626,90,8
3263,110,9
6062,94,9
557,104,8
6542,106,10
6437,91,10
3931,100,10
472,104,9
3128,103,9
5820,112,9
3363,101,9
1414,111,9
6373,95,9
8390,77,8
629,91,10
7287,93,8
1496,112,10
5812,101,11
4854,108,8
9094,101,9
6986,106,8
1864,96,10
9928,126,9
9390,81,10
6559,87,9
6346,94,10
2148,104,10
8647,79,9
8149,114,9
3094,91,10
4444,89,9
4025,113,9
8620,92,9
4730,84,11
9441,110,10
8607,111,10
8615,102,10
2936,108,10
6094,99,10
9370,95,10
3700,115,10
4038,99,9
2515,101,10
8886,94,8
9047,101,9
4581,102,10
9900,101,10
5352,85,8
9412,99,11
2464,82,10
8132,80,9
6799,98,10
6778,89,8
5499,109,9
7727,86,11
703,113,8
6399,99,11
914,102,8
9069,91,10
3946,104,10
646,118,11
9134,100,10
6978,109,9
4517,104,9
3029,81,10
5003,106,11
4472,87,10
9630,105,10
5764,101,9
7029,105,10
8224,116,10
5620,115,10
470,105,9
4238,93,10
2920,92,9
7586,91,8
9245,102,10
5625,91,9
5891,116,8
8280,93,12
400,103,7
7455,65,8
1609,94,10
4857,102,10
5085,95,9
1323,94,9
7741,97,11
2415,103,8
7613,93,10
1502,117,10
4756,117,9
8443,109,8
6221,111,11
233,116,9
7401,108,9
7460,88,9
9246,88,11
5588,116,10
165,99,10
6944,124,10
2679,88,12
1718,103,11
3452,95,10
876,92,10
2853,93,9
2612,100,10
7747,102,9
1960,94,9
2475,105,10
7783,96,9
7595,120,9
7054,93,8
4477,124,11
7883,101,9
894,92,9
2035,104,9
3284,96,10
6105,91,10
2602,103,8
3464,110,10
8141,109,9
2546,95,9
7443,104,9
2594,97,9
6339,114,9
7244,67,10
1226,85,9
4098,99,7
2741,87,10
6797,113,9
4869,102,9
4572,92,10
3800,103,9
7911,99,8
5879,98,11
7357,89,10
3290,122,10
1630,99,9
2079,89,10
1075,96,11
210,88,9
4599,107,11
2276,109,10
6807,101,11
7515,113,11
7417,78,6
2219,106,10
2543,95,10
3602,118,11
6499,99,8
2324,98,8
6957,107,11
4324,93,12
4883,90,10
2763,98,10
2081,105,10
1896,96,9
8597,104,9
9829,100,8
8549,96,9
2177,101,9
8281,97,9
8711,105,9
1066,79,9
4057,100,10
8413,101,9
9438,80,9
1869,102,8
3975,97,10
8601,91,8
3247,105,8
5141,114,11
4032,89,9
5125,92,10
2039,92,10
7875,95,10
7668,95,12
9694,101,9
2431,86,9
4070,105,10
4004,86,10
4936,105,8
5173,114,9
4602,115,8
932,117,7
9127,103,9
6890,108,8
6301,77,9
8853,82,7
6273,94,9
1325,93,12
788,83,11
5977,101,10
3889,100,10
8437,83,10
9522,112,10
2140,106,9
704,94,8
2525,76,10
549,79,9
3596,112,10
6141,93,9
7115,88,10
6145,107,10
7045,96,10
2822,102,8
9830,84,11
5955,81,11
2443,99,12
1551,93,10
1097,106,9
6125,99,10
3021,84,10
6260,91,11
9308,94,10
1425,91,8
680,117,10
352,102,11
4291,94,10
7699,99,10
4162,99,8
5755,104,9
8519,101,8
6562,107,10
8383,89,8
1959,111,9
2205,94,9
4892,78,10
4587,97,10
6122,102,9
6086,101,10
443,94,10
8792,101,8
6819,90,11
4919,109,9
4473,85,9
2910,102,9
4255,99,9
3536,101,10
3292,96,11
1113,101,10
8677,99,9
8119,112,11
4246,98,9
252,112,11
3,116,9
9366,107,13
4846,87,10
5265,89,10
7231,127,8
9167,88,11
2682,121,10
1524,104,10
706,98,10
1479,95,9
1554,92,10
5983,92,7
7876,112,11
9807,99,10
2730,98,11
315,107,7
9493,83,9
5848,90,9
9372,111,10
3674,95,9
7484,98,11
7519,99,11
7602,104,10
686,88,10
9606,91,10
291,106,8
8107,106,11
5626,91,9
6974,89,10
9714,77,9
9310,110,11
1251,91,7
2293,90,10
3265,114,8
8685,96,8
8787,101,10
6687,100,10
8934,93,11
5363,110,10
1813,94,9
3019,96,8
3375,100,9
8017,101,8
9853,103,10
1335,102,10
1298,102,9
7970,109,11
3031,108,10
8296,105,10
1482,108,11
1348,96,10
4677,102,9
1757,103,9
349,107,10
6959,93,11
429,109,11
3608,109,11
3955,91,9
6035,117,8
7988,77,11
7983,104,7
2452,98,9
9727,105,10
2892,102,8
842,109,9
164,89,11
2725,100,10
8246,104,9
3833,97,11
5249,85,10
3808,110,12
4252,103,9
3561,112,9
4545,94,9
7565,86,11
9871,105,10
7469,97,10
7755,109,11
6262,98,7
8230,97,9
2366,100,10
3164,87,10
5004,96,9
6337,114,9
1512,82,8
1102,95,9
1918,117,8
4684,95,10
1575,97,10
87,104,8
5214,91,9
807,84,10
1946,100,10
9326,112,9
1583,91,10
4811,92,9
1858,83,10
7760,97,10
7693,106,9
1731,104,8
4274,90,11
4204,94,11
4576,92,9
6291,100,9
8364,108,10
5410,102,10
1645,91,9
3639,78,11
9932,100,10
6330,105,9
6875,112,10
5260,113,10
4241,105,9
7480,105,12
4039,99,11
7711,104,12
2840,87,9
195,89,9
5020,91,9
6496,97,8
9925,97,10
6306,112,7
8759,96,9
6447,91,9
242,118,10
1990,97,9
4944,89,8
6011,107,11
3908,108,9
6554,101,10
2976,103,9
4601,111,9
6099,102,9
5001,105,12
5679,96,10
7784,104,8
1888,90,9
9624,105,11
749,97,10
2320,105,9
5704,109,8
2337,97,10
5094,96,7
6541,83,11
4173,105,9
8701,102,11
1452,112,10
4270,107,10
8197,97,11
5014,106,9
2019,114,9
7614,87,10
8606,120,10
6830,106,11
2565,88,10
8508,111,11
6478,115,11
9020,103,10
9802,102,9
1570,86,11
9851,118,10
7748,104,10
8621,110,9
2580,80,11
3026,93,11
6722,95,9
7506,102,8
2707,122,12
8138,111,9
1569,116,12
5606,99,11
4579,91,10
5861,113,8
1863,106,10
2018,84,11
8414,98,9
5,83,11
9240,105,9
6025,101,9
5721,108,10
5176,93,8
8030,109,10
96,109,10
6821,76,11
1572,106,11
7188,113,8
8892,87,9
859,109,11
4559,80,10
8691,97,10
3497,99,10
7091,109,8
4971,80,9
5179,108,10
3385,94,9
4248,105,9
333,109,10
2807,105,9
8026,85,10
6504,98,10
2970,89,10
2386,108,10
7678,95,9
628,101,11
8088,100,7
6486,106,9
8202,121,9
2193,85,8
2534,109,9
822,97,10
7384,80,9
4723,65,8
2998,99,8
715,98,10
5035,94,9
498,93,10
123,98,10
9261,91,9
9595,101,9
8848,102,8
2604,130,10
6533,81,10
8446,99,10
5383,115,11
9712,106,11
4124,111,8
7068,102,10
1840,81,9
897,101,10
9082,113,9
3954,84,9
3339,87,9
1699,116,10
2072,117,10
9909,105,9
4837,109,9
3116,74,9
4394,77,9
658,107,9
6442,97,9
4118,102,10
7294,98,9
8416,105,10
2968,90,10
2037,97,7
3974,96,8
2751,93,11
7753,104,8
1277,103,10
5689,103,8
2066,108,9
9410,111,10
2701,103,8
4690,90,9
1235,100,8
448,82,9
425,93,10
7056,90,11
4,95,9
4069,78,11
8515,98,10
9207,110,11
7724,86,10
3028,77,11
4792,118,11
9834,113,9
4099,110,10
7065,109,9
8560,91,10
5461,122,10
8649,91,9
279,103,8
4502,106,11
32,106,9
1669,104,12
9690,103,9
9981,87,10
7751,90,10
6880,104,10
7646,86,9
7639,94,10
4607,105,9
6319,90,11
6915,99,11
250,102,10
455,77,8
3114,83,9
3446,109,8
7931,101,8
952,93,11
6177,91,10
5521,106,10
7995,99,9
882,97,9
6970,99,9
5254,93,12
3244,108,9
1022,105,10
1966,94,10
5380,83,9
7216,100,9
1498,89,11
4195,115,8
2417,98,9
7112,89,10
2640,126,11
2756,88,9
6415,108,9
5963,98,9
6524,101,10
8401,105,9
9340,94,10
9990,97,9
4217,113,9
5387,118,9
9612,93,10
1725,103,12
4301,100,11
8354,109,9
7551,99,10
9709,90,11
1607,91,8
6572,107,10
1340,107,8
743,104,9
6693,113,8
4534,119,9
1599,86,9
1620,109,9
9773,84,9
8187,100,9
6828,101,9
3533,111,10
6692,119,11
8614,93,8
5671,91,9
4104,89,9
1687,101,9
6938,111,10
6825,100,11
3127,90,9
1353,90,9
1334,99,10
7035,97,8
9284,93,9
8492,90,10
68,101,8
525,100,10
392,106,9
634,111,9
1006,111,10
1407,92,8
2184,119,10
6468,96,9
5021,117,10
1653,111,10
5727,111,9
4784,110,9
1203,112,10
8442,89,10
3678,104,10
9849,88,10
3036,103,9
3337,102,11
3396,102,9
9277,114,9
2862,98,8
1904,86,10
6892,107,10
7241,110,10
9118,97,9
6725,99,11
5800,93,10
5958,105,9
5655,119,9
3201,115,10
67,97,9
3580,98,10
5997,108,9
5084,99,10
4441,99,9
1879,110,7
7314,104,10
8927,101,10
1024,109,9
9072,97,9
8205,100,9
9609,104,9
1724,106,10
8235,96,12
7209,104,8
2305,107,10
8609,101,9
5257,92,9
1393,104,8
1880,96,9
198,100,10
249,82,9
8963,106,10
6790,104,10
4243,113,10
2147,97,10
6470,77,11
5365,102,10
2581,102,8
1366,93,9
9621,78,8
6425,100,11
791,104,10
5137,100,10
52,93,10
3677,94,8
1592,99,11
7297,123,9
5862,98,11
9705,107,9
3369,99,8
9982,95,11
6237,103,9
9453,83,10
9711,91,11
4079,134,9
9254,106,11
1905,110,10
7300,77,9
1832,122,10
5631,97,11
4630,139,10
1100,104,11
6513,96,9
7315,88,10
3790,114,10
7567,87,9
6741,95,9
1192,95,10
7821,97,9
8465,96,10
1025,108,9
4669,95,9
3000,94,11
4369,96,9
5806,103,12
6403,98,12
3486,118,11
904,102,10
2105,106,9
5882,96,10
9474,99,10
9469,98,10
4490,87,10
8450,86,9
9398,104,10
8330,94,12
2767,100,10
1941,91,9
3416,109,10
3762,109,8
4484,122,10
3987,85,10
1779,101,11
8766,106,9
4949,103,8
5867,103,9
3610,102,10
2775,85,11
4796,78,9
3965,94,10
4485,104,9
5975,97,12
7714,104,11
3909,102,8
796,75,9
3224,107,10
7058,107,10
7999,96,11
4766,99,7
490,105,9
2792,98,10
5299,75,10
2929,103,10
4018,112,11
5587,86,9
7477,95,9
4365,91,10
5815,106,8
6996,116,10
7919,110,9
6532,76,9
6750,102,11
361,92,10
1526,103,9
8084,79,9
6013,92,8
4901,92,10
6926,102,10
4787,96,9
2077,105,10
1948,100,11
6450,108,11
3802,95,9
260,86,10
9409,98,9
2041,102,10
5656,89,7
9104,95,11
1107,104,9
9485,103,9
3040,116,9
9959,94,10
6059,99,12
1682,112,10
2335,105,11
8562,85,8
8143,91,8
1394,93,10
7757,93,9
